EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,StandardHours,EmployeeCount,Over18,Attrition
1116,51,Female,Married,3,Life Sciences,Research & Development,Manager,2,Travel_Rarely,No,5416,22,1,8,7,16,7,4,1,2,0,3,4,1,4,4,3,80,1,Y,No
1117,22,Female,Married,1,Life Sciences,Sales,Manager,1,Travel_Rarely,No,7429,13,0,1,2,17,0,0,0,0,5,4,2,4,1,2,4,80,1,Y,No
1118,33,Female,Married,3,Medical,Human Resources,Manager,3,Travel_Rarely,No,4686,21,0,11,1,21,1,1,1,1,5,3,4,4,3,4,3,80,1,Y,No
1119,21,Female,Married,2,Marketing,Sales,Manager,5,Travel_Frequently,No,3687,18,0,2,3,29,29,4,0,13,2,2,3,3,2,3,3,80,1,Y,No
1120,40,Female,Married,3,Marketing,Sales,Manager,1,Travel_Rarely,Yes,19456,17,0,5,2,32,0,0,0,0,2,4,2,3,4,4,3,80,1,Y,No
1121,35,Female,Married,3,Life Sciences,Human Resources,Manager,2,Travel_Rarely,No,3930,22,0,9,6,14,7,4,0,1,1,4,4,3,3,3,3,80,1,Y,No
1122,38,Male,Single,2,Human Resources,Human Resources,Manager,3,Travel_Frequently,No,7096,11,2,2,1,18,1,1,0,0,2,3,4,3,1,2,3,80,1,Y,No
1123,38,Male,Married,5,Life Sciences,Human Resources,Manager,3,Non-Travel,No,2206,14,0,4,1,11,8,8,0,1,5,1,3,4,3,3,3,80,1,Y,No
1124,45,Female,Divorced,2,Life Sciences,Research & Development,Healthcare Representative,5,Travel_Rarely,No,2555,15,0,11,0,8,8,4,1,4,3,2,1,4,3,2,3,80,1,Y,No
1125,41,Male,Divorced,3,Medical,Research & Development,Manager,2,Travel_Rarely,No,7247,24,1,25,3,16,1,1,0,1,5,3,1,3,4,2,3,80,1,Y,No
1126,44,Male,Married,4,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,9197,13,0,6,2,18,2,2,0,1,0,4,4,4,3,3,3,80,1,Y,No
1127,27,Male,Divorced,3,Medical,Sales,Sales Representative,1,Travel_Rarely,No,3890,25,1,1,0,13,7,1,1,7,5,2,4,4,3,3,3,80,1,Y,No
1128,47,Female,Married,5,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Frequently,Yes,1621,14,0,3,2,3,3,3,3,2,2,2,3,2,4,3,3,80,1,Y,Yes
1129,30,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Frequently,No,4444,20,0,4,3,1,1,0,0,1,3,1,4,1,3,3,3,80,1,Y,Yes
1130,31,Female,Divorced,5,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,No,5506,20,1,3,3,17,9,1,1,2,5,3,3,4,4,3,3,80,1,Y,No
1131,39,Female,Married,3,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,No,5214,24,3,5,0,8,1,1,1,1,3,1,4,2,1,3,3,80,1,Y,No
1132,39,Male,Single,3,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,No,3505,20,0,9,3,13,13,2,1,9,4,1,1,1,4,4,3,80,1,Y,No
1133,27,Male,Divorced,4,Life Sciences,Sales,Sales Executive,4,Travel_Rarely,No,4483,17,0,1,0,14,5,3,2,2,6,1,2,2,3,1,3,80,1,Y,Yes
1134,35,Male,Divorced,5,Marketing,Sales,Manager,3,Travel_Frequently,No,3134,18,0,2,3,10,0,0,0,0,5,3,3,3,3,3,3,80,1,Y,No
1135,50,Male,Married,5,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,No,2522,22,0,6,4,8,8,0,0,7,4,2,2,2,2,3,3,80,1,Y,No
1136,23,Female,Divorced,4,Medical,Sales,Sales Representative,4,Travel_Rarely,No,7734,19,2,3,2,9,5,5,0,5,2,2,3,2,1,3,3,80,1,Y,No
1137,50,Female,Married,4,Medical,Human Resources,Human Resources,5,Travel_Rarely,No,5211,25,0,29,3,15,2,2,0,2,4,4,4,4,3,3,3,80,1,Y,No
1138,34,Male,Married,1,Technical Degree,Research & Development,Manager,2,Non-Travel,Yes,4489,23,2,5,2,14,3,3,2,1,3,1,2,3,3,4,3,80,1,Y,No
1139,18,Male,Married,3,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,3625,12,0,18,6,4,2,1,1,1,3,2,4,3,2,3,4,80,1,Y,No
1140,24,Female,Single,2,Life Sciences,Research & Development,Laboratory Technician,2,Non-Travel,Yes,4411,14,2,20,3,10,2,2,0,0,4,4,3,1,1,3,4,80,1,Y,Yes
1141,28,Male,Married,2,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Frequently,Yes,5411,11,1,16,0,2,1,1,1,0,6,2,3,3,3,3,3,80,1,Y,No
1142,31,Male,Single,2,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,No,13866,13,2,1,3,15,3,3,1,3,0,3,3,3,1,3,3,80,1,Y,No
1143,36,Male,Single,1,Marketing,Research & Development,Healthcare Representative,1,Travel_Rarely,No,7278,18,0,26,2,7,2,0,0,0,4,1,2,3,4,3,3,80,1,Y,No
1144,18,Female,Married,2,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,No,3295,17,1,1,1,16,8,2,2,2,0,4,2,2,1,2,3,80,1,Y,No
1145,38,Female,Married,5,Medical,Sales,Sales Executive,1,Travel_Rarely,Yes,3316,25,1,1,1,9,8,0,0,4,6,2,3,3,1,3,3,80,1,Y,No
1146,27,Female,Single,3,Marketing,Human Resources,Human Resources,2,Travel_Frequently,No,3019,25,1,4,2,20,4,3,3,4,4,4,4,4,2,3,4,80,1,Y,Yes
1147,49,Male,Divorced,2,Marketing,Research & Development,Manager,2,Travel_Rarely,No,4357,18,1,1,2,21,10,10,0,0,3,2,3,3,1,3,4,80,1,Y,No
1148,34,Male,Married,3,Medical,Research & Development,Manager,2,Travel_Rarely,Yes,3018,25,1,1,0,14,12,0,0,2,5,2,2,3,4,3,3,80,1,Y,Yes
1149,45,Female,Single,4,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,No,6534,21,2,3,0,8,6,4,4,1,3,4,1,3,2,4,3,80,1,Y,No
1150,46,Female,Single,3,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,No,1006,16,0,2,2,6,6,5,1,1,4,4,4,3,2,3,3,80,1,Y,No
1151,46,Male,Divorced,2,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Rarely,No,6775,15,1,10,3,18,2,0,0,1,1,1,3,4,4,3,3,80,1,Y,No
1152,31,Male,Married,2,Life Sciences,Research & Development,Manager,3,Travel_Rarely,No,5797,22,2,1,1,15,15,1,0,3,0,4,4,1,1,3,3,80,1,Y,No
1153,31,Male,Single,3,Human Resources,Research & Development,Healthcare Representative,2,Travel_Rarely,No,10484,22,0,7,2,11,0,0,0,0,1,2,3,3,1,3,3,80,1,Y,Yes
1154,34,Female,Single,1,Life Sciences,Research & Development,Research Scientist,4,Travel_Rarely,Yes,8317,20,1,29,3,7,3,1,1,2,3,3,3,4,2,3,3,80,1,Y,No
1155,42,Male,Married,3,Life Sciences,Research & Development,Manager,3,Travel_Rarely,No,3260,19,3,5,4,8,8,0,0,0,6,2,3,4,3,3,3,80,1,Y,No
1156,32,Female,Married,4,Life Sciences,Research & Development,Manager,1,Travel_Rarely,Yes,7774,15,1,9,1,19,0,0,0,0,0,3,2,2,4,3,3,80,1,Y,No
1157,35,Male,Married,3,Medical,Sales,Sales Representative,1,Travel_Rarely,No,4443,19,0,29,1,10,1,1,1,1,5,2,3,2,4,4,3,80,1,Y,No
1158,39,Male,Divorced,3,Medical,Human Resources,Human Resources,1,Travel_Frequently,No,1539,25,0,1,2,6,6,6,0,6,6,2,3,3,4,3,3,80,1,Y,No
1159,28,Male,Single,2,Medical,Human Resources,Manager,2,Travel_Rarely,No,5406,25,2,4,3,9,5,5,3,0,4,1,3,4,3,3,3,80,1,Y,No
1160,28,Male,Divorced,3,Human Resources,Sales,Sales Executive,2,Travel_Rarely,No,3379,25,3,17,5,9,9,6,0,6,0,1,4,3,4,3,3,80,1,Y,No
1161,35,Female,Divorced,3,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,No,4915,23,3,24,3,15,11,3,0,2,0,4,2,3,4,4,4,80,1,Y,No
1162,36,Female,Divorced,3,Life Sciences,Sales,Sales Executive,4,Travel_Rarely,Yes,13238,14,1,8,2,14,0,0,0,0,6,4,3,2,1,4,3,80,1,Y,No
1163,40,Male,Divorced,5,Marketing,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5624,22,1,1,3,23,0,0,0,0,2,4,1,3,3,2,3,80,1,Y,No
1164,43,Male,Divorced,1,Technical Degree,Research & Development,Manager,2,Non-Travel,No,2669,15,0,20,3,8,8,1,1,5,5,2,1,3,3,4,3,80,1,Y,No
1165,27,Female,Married,5,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,No,8766,11,0,1,2,22,2,2,0,2,0,2,3,4,2,2,3,80,1,Y,No
1166,29,Male,Married,5,Life Sciences,Research & Development,Research Scientist,5,Travel_Rarely,No,6109,16,0,3,1,15,6,6,1,6,5,3,1,2,1,4,3,80,1,Y,No
1167,28,Male,Married,1,Marketing,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,2487,13,0,4,2,1,1,1,1,0,3,4,3,4,3,3,3,80,1,Y,No
1168,49,Male,Divorced,2,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,Yes,1874,21,2,5,1,25,4,2,0,1,5,3,2,3,2,2,4,80,1,Y,No
1169,35,Male,Single,3,Medical,Sales,Sales Representative,1,Travel_Rarely,No,2734,25,1,14,2,10,4,4,2,2,1,4,2,3,3,1,3,80,1,Y,No
1170,37,Male,Single,3,Technical Degree,Sales,Sales Representative,2,Travel_Rarely,No,8117,20,1,14,4,6,6,6,0,0,1,4,1,4,2,3,3,80,1,Y,No
1171,37,Male,Single,2,Life Sciences,Research & Development,Research Scientist,2,Non-Travel,Yes,4101,12,3,11,4,19,5,1,0,5,5,4,2,2,3,3,3,80,1,Y,No
1172,30,Male,Divorced,2,Medical,Human Resources,Human Resources,3,Travel_Rarely,No,5159,16,3,1,6,4,4,1,1,2,4,2,4,2,2,3,3,80,1,Y,No
1173,51,Female,Married,5,Life Sciences,Research & Development,Manager,2,Travel_Rarely,No,2201,11,1,7,3,20,2,2,0,2,2,1,3,4,3,3,4,80,1,Y,No
1174,40,Male,Married,1,Life Sciences,Sales,Sales Executive,1,Non-Travel,Yes,8249,24,0,12,1,9,0,0,0,0,1,3,4,3,3,3,3,80,1,Y,No
1175,37,Male,Single,3,Medical,Research & Development,Research Scientist,2,Travel_Frequently,No,1466,22,0,5,1,8,0,0,0,0,6,3,1,1,4,4,3,80,1,Y,No
1176,27,Female,Married,4,Life Sciences,Research & Development,Research Scientist,4,Non-Travel,No,3316,19,1,26,1,3,3,3,2,0,1,2,4,3,3,4,3,80,1,Y,No
1177,26,Male,Single,4,Marketing,Research & Development,Manager,2,Travel_Rarely,No,6317,15,0,15,2,3,3,3,0,0,0,2,3,3,3,3,3,80,1,Y,No
1178,34,Male,Married,3,Life Sciences,Sales,Manager,4,Travel_Rarely,No,2505,17,0,9,2,12,5,0,0,5,5,4,2,4,4,3,3,80,1,Y,No
1179,30,Male,Married,2,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Frequently,No,7104,21,2,1,1,2,2,1,0,2,3,3,3,2,1,3,3,80,1,Y,No
1180,27,Female,Divorced,4,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,2917,20,0,9,3,16,8,1,1,2,5,2,3,4,1,3,3,80,1,Y,No
1181,33,Male,Married,4,Technical Degree,Human Resources,Human Resources,3,Travel_Rarely,Yes,2355,19,0,21,2,13,13,3,0,6,5,3,3,2,2,4,3,80,1,Y,No
1182,35,Female,Married,5,Life Sciences,Research & Development,Manager,1,Travel_Rarely,Yes,10634,19,1,4,3,7,2,2,2,2,3,3,3,2,2,3,3,80,1,Y,No
1183,38,Female,Married,2,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,No,5390,23,1,16,4,15,1,1,1,1,4,4,3,2,4,3,3,80,1,Y,No
1184,32,Female,Married,3,Medical,Human Resources,Manager,1,Travel_Frequently,No,6710,17,0,3,0,9,0,0,0,0,3,1,2,4,3,4,3,80,1,Y,No
1185,27,Female,Single,3,Medical,Sales,Manager,1,Non-Travel,Yes,9053,25,0,7,3,20,6,3,0,3,1,3,3,2,3,1,3,80,1,Y,No
1186,28,Male,Married,5,Life Sciences,Human Resources,Human Resources,2,Travel_Frequently,No,1020,14,3,9,0,4,4,2,2,2,0,3,4,4,3,4,3,80,1,Y,No
1187,47,Male,Divorced,3,Human Resources,Research & Development,Manager,2,Travel_Rarely,Yes,7193,25,0,10,2,17,1,0,0,1,3,1,2,3,4,2,3,80,1,Y,No
1188,25,Male,Married,3,Other,Sales,Manager,2,Travel_Rarely,No,3113,14,2,19,1,11,7,1,1,1,2,4,2,4,2,3,3,80,1,Y,No
1189,40,Male,Married,2,Medical,Research & Development,Manager,2,Travel_Frequently,No,3369,17,1,2,3,5,1,1,1,1,2,2,3,4,3,3,3,80,1,Y,Yes
1190,41,Female,Divorced,3,Medical,Research & Development,Research Scientist,2,Non-Travel,No,6389,18,0,2,4,18,5,5,5,3,2,2,4,3,2,4,4,80,1,Y,No
1191,35,Male,Divorced,3,Human Resources,Sales,Manager,1,Travel_Rarely,No,3952,17,0,10,4,15,5,3,1,0,3,2,4,4,4,4,3,80,1,Y,No
1192,52,Male,Married,1,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,7021,21,1,1,0,12,9,1,0,5,0,2,1,3,4,3,4,80,1,Y,No
1193,41,Female,Married,3,Technical Degree,Research & Development,Manager,2,Travel_Frequently,No,4795,24,2,5,2,8,0,0,0,0,3,2,3,4,4,3,3,80,1,Y,No
1194,53,Female,Divorced,3,Life Sciences,Research & Development,Manager,3,Travel_Rarely,No,5436,24,0,1,2,15,15,0,0,8,1,4,3,2,3,3,3,80,1,Y,No
1195,31,Female,Divorced,4,Medical,Sales,Sales Executive,2,Travel_Rarely,No,3662,20,0,1,5,8,8,0,0,2,3,1,3,1,1,3,3,80,1,Y,No
1196,31,Female,Divorced,1,Other,Human Resources,Manager,2,Travel_Rarely,Yes,2594,14,0,10,2,21,1,1,0,0,6,4,3,3,4,4,3,80,1,Y,Yes
1197,41,Male,Married,4,Life Sciences,Human Resources,Human Resources,3,Travel_Rarely,No,3152,14,1,12,2,17,1,1,1,1,6,3,4,3,4,4,3,80,1,Y,No
1198,34,Male,Married,3,Life Sciences,Human Resources,Manager,2,Travel_Frequently,Yes,4620,18,0,1,0,15,3,0,0,0,5,1,4,3,2,4,3,80,1,Y,Yes
1199,52,Male,Single,2,Medical,Research & Development,Research Scientist,2,Travel_Rarely,No,14799,22,0,2,4,11,11,5,0,4,2,1,3,3,2,3,4,80,1,Y,No
1200,40,Male,Married,1,Human Resources,Sales,Sales Executive,2,Travel_Rarely,No,11886,24,0,1,0,27,12,2,1,0,2,3,3,3,2,3,3,80,1,Y,No
1201,27,Male,Divorced,4,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,No,3321,19,1,5,1,5,5,1,0,1,5,3,2,3,3,2,3,80,1,Y,No
1202,21,Female,Divorced,2,Human Resources,Sales,Manager,2,Travel_Rarely,No,5095,17,2,1,1,13,13,4,0,0,0,1,1,1,4,3,4,80,1,Y,No
1203,36,Female,Married,2,Medical,Sales,Sales Representative,2,Travel_Rarely,Yes,4135,25,1,5,3,25,0,0,0,0,4,2,4,4,1,3,3,80,1,Y,Yes
1204,36,Female,Married,3,Other,Research & Development,Manager,2,Travel_Frequently,Yes,5314,22,0,11,1,10,0,0,0,0,2,4,3,4,3,2,4,80,1,Y,Yes
1205,39,Female,Single,3,Marketing,Research & Development,Research Scientist,3,Travel_Rarely,No,5740,24,0,10,2,24,16,0,0,16,2,1,3,4,2,3,3,80,1,Y,No
1206,47,Male,Married,3,Medical,Research & Development,Manufacturing Director,1,Travel_Rarely,Yes,6744,23,0,2,1,14,10,0,0,3,4,4,4,3,2,3,3,80,1,Y,No
1207,46,Male,Married,5,Technical Degree,Research & Development,Manager,1,Travel_Rarely,Yes,1000,24,0,10,5,6,4,0,0,1,3,3,1,3,2,3,3,80,1,Y,No
1208,31,Female,Married,4,Life Sciences,Research & Development,Research Scientist,5,Travel_Rarely,No,6123,13,1,23,5,9,9,1,0,9,2,2,4,4,3,2,3,80,1,Y,No
1209,25,Male,Single,4,Other,Sales,Manager,1,Travel_Rarely,Yes,3868,22,0,3,4,21,21,2,2,10,0,2,4,4,4,3,3,80,1,Y,No
1210,25,Female,Married,3,Life Sciences,Human Resources,Manager,2,Travel_Rarely,No,3219,20,0,3,5,16,10,5,0,7,6,1,4,4,3,3,3,80,1,Y,No
1211,30,Male,Single,5,Life Sciences,Research & Development,Laboratory Technician,4,Travel_Rarely,Yes,7915,11,1,7,1,20,12,1,1,3,3,4,1,3,3,4,3,80,1,Y,No
1212,33,Female,Divorced,3,Marketing,Research & Development,Laboratory Technician,1,Travel_Rarely,No,11850,25,1,2,0,14,10,0,0,0,3,1,3,3,1,1,3,80,1,Y,No
1213,39,Female,Married,4,Life Sciences,Sales,Sales Representative,4,Travel_Rarely,No,7430,15,1,9,3,13,1,1,0,0,2,2,1,4,1,3,3,80,1,Y,No
1214,29,Female,Divorced,3,Marketing,Research & Development,Healthcare Representative,1,Travel_Frequently,No,3600,16,1,16,2,12,12,8,1,9,3,3,3,2,1,1,3,80,1,Y,No
1215,39,Male,Single,2,Technical Degree,Research & Development,Research Scientist,1,Travel_Frequently,Yes,2577,21,1,5,2,19,1,0,0,1,3,2,3,3,1,2,3,80,1,Y,No
1216,40,Male,Single,4,Life Sciences,Sales,Manager,1,Travel_Rarely,No,1000,19,1,10,3,17,15,8,3,2,0,3,1,4,3,2,4,80,1,Y,No
1217,38,Male,Married,3,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,No,5483,15,1,9,2,13,4,2,0,1,3,4,3,3,3,3,3,80,1,Y,No
1218,26,Male,Married,5,Medical,Research & Development,Manager,5,Non-Travel,No,6956,11,0,1,0,8,7,7,7,4,5,3,3,3,1,4,3,80,1,Y,No
1219,41,Female,Married,2,Human Resources,Research & Development,Manufacturing Director,4,Travel_Rarely,No,4623,21,0,1,3,11,4,2,2,4,2,4,4,3,2,4,3,80,1,Y,No
1220,55,Female,Single,5,Technical Degree,Sales,Manager,3,Travel_Frequently,No,8606,21,2,20,3,3,0,0,0,0,2,4,3,4,1,3,3,80,1,Y,No
1221,39,Male,Single,2,Life Sciences,Human Resources,Manager,1,Travel_Rarely,Yes,2225,14,2,25,4,2,2,2,1,2,5,2,2,3,4,3,3,80,1,Y,No
1222,18,Male,Married,3,Other,Sales,Sales Executive,4,Travel_Rarely,No,4434,12,1,13,4,28,28,3,2,1,6,2,2,4,3,2,3,80,1,Y,Yes
1223,48,Female,Single,3,Life Sciences,Research & Development,Research Scientist,3,Travel_Frequently,No,4229,14,1,22,2,22,22,4,0,1,5,2,4,3,3,3,3,80,1,Y,No
1224,30,Male,Married,3,Life Sciences,Human Resources,Manager,2,Travel_Rarely,No,4600,24,0,3,7,6,2,2,0,2,5,3,3,3,3,3,3,80,1,Y,Yes
1225,57,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,Yes,9904,17,1,2,1,39,39,0,0,6,4,2,2,3,2,2,3,80,1,Y,No
1226,38,Male,Single,3,Life Sciences,Research & Development,Manufacturing Director,4,Non-Travel,No,4615,19,3,4,0,13,13,3,2,0,1,4,1,3,3,2,3,80,1,Y,No
1227,21,Male,Single,1,Medical,Research & Development,Research Scientist,3,Travel_Frequently,No,4118,22,2,1,3,9,6,6,3,0,4,3,2,3,4,4,3,80,1,Y,No
1228,18,Male,Single,3,Medical,Sales,Manager,1,Travel_Rarely,Yes,2801,13,0,14,3,0,0,0,0,0,0,2,4,3,3,2,3,80,1,Y,Yes
1229,50,Male,Divorced,3,Technical Degree,Human Resources,Manager,5,Travel_Rarely,Yes,10906,13,0,29,3,16,16,3,2,1,0,3,4,1,2,3,3,80,1,Y,No
1230,46,Female,Married,3,Medical,Research & Development,Manager,1,Travel_Rarely,Yes,2082,21,1,15,2,12,5,0,0,3,6,2,2,2,3,2,3,80,1,Y,No
1231,57,Female,Divorced,2,Life Sciences,Human Resources,Human Resources,3,Travel_Frequently,No,3526,14,0,7,1,18,14,0,0,3,2,4,2,2,3,4,3,80,1,Y,No
1232,37,Male,Single,3,Medical,Sales,Sales Representative,1,Non-Travel,Yes,13580,17,0,3,1,12,12,7,5,5,1,3,2,4,4,3,3,80,1,Y,No
1233,36,Male,Married,5,Life Sciences,Sales,Sales Representative,4,Travel_Frequently,No,6509,16,1,1,5,19,12,7,1,6,4,1,4,2,2,1,3,80,1,Y,No
1234,33,Female,Single,1,Medical,Sales,Manager,2,Travel_Rarely,No,4855,24,0,4,1,9,8,8,0,1,6,1,3,2,1,3,3,80,1,Y,No
1235,31,Female,Married,3,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,4979,15,1,9,3,13,2,2,1,2,6,4,4,2,3,4,3,80,1,Y,No
1236,33,Male,Divorced,1,Life Sciences,Research & Development,Manager,1,Travel_Frequently,No,2785,14,1,5,3,3,2,2,1,0,1,3,3,3,4,4,3,80,1,Y,No
1237,38,Male,Divorced,2,Life Sciences,Human Resources,Manager,2,Travel_Frequently,Yes,4716,22,2,24,4,20,2,2,1,2,2,4,4,1,4,3,3,80,1,Y,Yes
1238,29,Male,Divorced,3,Human Resources,Research & Development,Laboratory Technician,4,Travel_Frequently,No,3984,18,2,17,2,21,0,0,0,0,6,1,4,3,4,2,3,80,1,Y,No
1239,21,Male,Divorced,3,Medical,Human Resources,Human Resources,4,Travel_Rarely,No,5474,22,1,1,4,26,6,6,4,1,6,2,1,2,1,2,3,80,1,Y,No
1240,38,Female,Single,3,Human Resources,Sales,Sales Representative,1,Non-Travel,Yes,1990,14,1,1,2,8,8,0,0,0,3,1,4,4,3,4,3,80,1,Y,No
1241,29,Male,Married,4,Medical,Human Resources,Human Resources,2,Travel_Rarely,Yes,6239,13,1,10,5,15,13,4,0,0,2,3,4,4,1,4,3,80,1,Y,No
1242,18,Female,Married,4,Other,Research & Development,Research Scientist,2,Travel_Rarely,No,9045,17,3,2,3,1,1,1,0,1,6,2,2,4,3,3,3,80,1,Y,Yes
1243,41,Male,Divorced,4,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,No,4349,12,0,14,4,5,5,0,0,0,2,1,4,3,2,3,3,80,1,Y,No
1244,27,Female,Single,3,Marketing,Research & Development,Manufacturing Director,4,Travel_Rarely,No,7246,14,2,8,4,15,0,0,0,0,1,3,4,3,4,3,3,80,1,Y,No
1245,42,Male,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,5920,18,0,2,3,10,0,0,0,0,0,3,4,3,1,3,4,80,1,Y,No
1246,42,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,3413,14,0,5,0,0,0,0,0,0,3,2,2,3,4,3,3,80,1,Y,No
1247,39,Male,Married,4,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,Yes,2604,20,0,4,3,12,9,4,1,8,3,3,3,3,1,3,3,80,1,Y,No
1248,59,Male,Single,3,Marketing,Sales,Sales Representative,3,Travel_Rarely,No,2832,22,1,18,0,18,0,0,0,0,6,3,1,1,3,2,3,80,1,Y,No
1249,35,Male,Married,1,Technical Degree,Human Resources,Human Resources,1,Travel_Rarely,No,5859,17,0,1,0,11,8,4,1,8,0,2,4,4,2,3,3,80,1,Y,No
1250,34,Male,Married,2,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Frequently,No,4751,12,1,20,2,20,2,2,2,0,1,2,4,2,4,4,3,80,1,Y,No
1251,43,Male,Married,3,Marketing,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,10562,21,1,9,1,14,14,0,0,0,1,2,3,3,3,3,3,80,1,Y,No
1252,36,Male,Divorced,1,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,No,7899,15,0,12,1,19,11,6,0,2,0,3,3,3,2,3,3,80,1,Y,No
1253,47,Male,Married,2,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,Yes,7889,22,1,1,6,22,22,2,2,3,4,4,3,3,2,4,3,80,1,Y,Yes
1254,25,Female,Married,3,Technical Degree,Sales,Sales Representative,4,Travel_Rarely,No,5755,23,0,8,5,20,15,4,0,0,1,2,2,4,3,3,3,80,1,Y,No
1255,25,Male,Divorced,1,Medical,Research & Development,Healthcare Representative,1,Travel_Frequently,No,2759,14,1,7,3,18,18,0,0,3,6,2,3,3,2,2,3,80,1,Y,No
1256,43,Female,Married,3,Other,Research & Development,Manufacturing Director,3,Travel_Frequently,Yes,5974,19,1,6,2,13,13,8,0,1,0,4,3,3,2,2,3,80,1,Y,No
1257,26,Female,Married,4,Life Sciences,Sales,Manager,2,Travel_Frequently,No,5106,17,0,13,4,12,8,2,2,8,4,4,1,3,3,4,3,80,1,Y,Yes
1258,42,Female,Single,2,Other,Research & Development,Research Scientist,3,Travel_Rarely,No,2482,24,3,7,3,14,1,1,0,1,2,3,1,1,3,3,3,80,1,Y,No
1259,40,Male,Married,2,Medical,Sales,Manager,1,Travel_Rarely,No,10157,19,1,17,1,8,2,2,1,2,3,4,3,3,2,4,3,80,1,Y,No
1260,30,Male,Married,1,Medical,Research & Development,Manager,1,Travel_Rarely,No,9522,21,1,2,4,14,1,0,0,1,0,3,3,4,3,3,3,80,1,Y,No
1261,40,Male,Divorced,3,Life Sciences,Sales,Manager,1,Travel_Rarely,No,2473,23,1,14,2,9,6,3,0,5,6,3,4,4,3,3,3,80,1,Y,No
1262,25,Male,Single,3,Technical Degree,Research & Development,Laboratory Technician,3,Travel_Rarely,No,3352,23,2,1,0,6,4,4,4,2,1,2,2,3,4,2,3,80,1,Y,No
1263,28,Male,Single,3,Technical Degree,Research & Development,Manager,3,Travel_Rarely,Yes,3533,20,0,15,3,22,14,6,0,2,3,2,1,2,4,4,3,80,1,Y,No
1264,34,Male,Married,3,Medical,Research & Development,Manager,4,Travel_Rarely,No,7086,17,0,25,2,21,21,2,2,4,4,1,3,2,3,1,3,80,1,Y,No
1265,37,Male,Single,3,Marketing,Sales,Sales Representative,2,Non-Travel,No,6613,12,1,3,3,3,3,3,0,0,6,4,3,3,4,4,3,80,1,Y,No
1266,34,Male,Married,4,Medical,Sales,Sales Executive,2,Travel_Frequently,No,5047,22,2,6,5,5,4,1,1,0,3,4,3,4,3,2,3,80,1,Y,No
1267,40,Male,Married,1,Marketing,Research & Development,Research Scientist,2,Travel_Rarely,No,5792,12,0,9,1,24,24,1,1,1,6,3,3,3,1,1,4,80,1,Y,Yes
1268,40,Male,Married,4,Other,Research & Development,Research Scientist,2,Travel_Rarely,No,2269,12,3,1,4,3,2,2,0,2,5,2,3,4,2,2,3,80,1,Y,No
1269,50,Male,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,2,Non-Travel,Yes,6178,15,0,6,3,15,11,1,0,1,0,1,3,3,4,4,3,80,1,Y,No
