EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,Attrition,AttritionBinary,AgeBand,SalaryBand,TenureBand,JobSatisfactionLabel,WLBLabel,RiskScore,RiskCategory
1218,26,Male,Married,5,Medical,Research & Development,Manager,5,Non-Travel,No,6956,11,0,1,0,8,7,7,7,4,5,3,3,3,1,4,3,No,0,26-35,High (6-10K),6-10 yrs,3-High,3-Better,1,Low Risk
1219,41,Female,Married,2,Human Resources,Research & Development,Manufacturing Director,4,Travel_Rarely,No,4623,21,0,1,3,11,4,2,2,4,2,4,4,3,2,4,3,No,0,36-45,Mid (3-6K),3-5 yrs,4-Very High,3-Better,1,Low Risk
1220,55,Female,Single,5,Technical Degree,Sales,Manager,3,Travel_Frequently,No,8606,21,2,20,3,3,0,0,0,0,2,4,3,4,1,3,3,No,0,46-60,High (6-10K),0-2 yrs,4-Very High,4-Best,2,Medium Risk
1221,39,Male,Single,2,Life Sciences,Human Resources,Manager,1,Travel_Rarely,Yes,2225,14,2,25,4,2,2,2,1,2,5,2,2,3,4,3,3,No,0,36-45,Low (<3K),0-2 yrs,2-Medium,3-Better,4,High Risk
1222,18,Male,Married,3,Other,Sales,Sales Executive,4,Travel_Rarely,No,4434,12,1,13,4,28,28,3,2,1,6,2,2,4,3,2,3,Yes,1,18-25,Mid (3-6K),10+ yrs,2-Medium,4-Best,1,Low Risk
1223,48,Female,Single,3,Life Sciences,Research & Development,Research Scientist,3,Travel_Frequently,No,4229,14,1,22,2,22,22,4,0,1,5,2,4,3,3,3,3,No,0,46-60,Mid (3-6K),10+ yrs,2-Medium,3-Better,2,Medium Risk
1224,30,Male,Married,3,Life Sciences,Human Resources,Manager,2,Travel_Rarely,No,4600,24,0,3,7,6,2,2,0,2,5,3,3,3,3,3,3,Yes,1,26-35,Mid (3-6K),0-2 yrs,3-High,3-Better,2,Medium Risk
1225,57,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,Yes,9904,17,1,2,1,39,39,0,0,6,4,2,2,3,2,2,3,No,0,46-60,High (6-10K),10+ yrs,2-Medium,3-Better,2,Medium Risk
1226,38,Male,Single,3,Life Sciences,Research & Development,Manufacturing Director,4,Non-Travel,No,4615,19,3,4,0,13,13,3,2,0,1,4,1,3,3,2,3,No,0,36-45,Mid (3-6K),10+ yrs,4-Very High,3-Better,0,Low Risk
1227,21,Male,Single,1,Medical,Research & Development,Research Scientist,3,Travel_Frequently,No,4118,22,2,1,3,9,6,6,3,0,4,3,2,3,4,4,3,No,0,18-25,Mid (3-6K),6-10 yrs,3-High,3-Better,0,Low Risk
1228,18,Male,Single,3,Medical,Sales,Manager,1,Travel_Rarely,Yes,2801,13,0,14,3,0,0,0,0,0,0,2,4,3,3,2,3,Yes,1,18-25,Low (<3K),0-2 yrs,2-Medium,3-Better,4,High Risk
1229,50,Male,Divorced,3,Technical Degree,Human Resources,Manager,5,Travel_Rarely,Yes,10906,13,0,29,3,16,16,3,2,1,0,3,4,1,2,3,3,No,0,46-60,Very High (>10K),10+ yrs,3-High,1-Bad,4,High Risk
1230,46,Female,Married,3,Medical,Research & Development,Manager,1,Travel_Rarely,Yes,2082,21,1,15,2,12,5,0,0,3,6,2,2,2,3,2,3,No,0,46-60,Low (<3K),3-5 yrs,2-Medium,2-Good,3,Medium Risk
1231,57,Female,Divorced,2,Life Sciences,Human Resources,Human Resources,3,Travel_Frequently,No,3526,14,0,7,1,18,14,0,0,3,2,4,2,2,3,4,3,No,0,46-60,Mid (3-6K),10+ yrs,4-Very High,2-Good,2,Medium Risk
1232,37,Male,Single,3,Medical,Sales,Sales Representative,1,Non-Travel,Yes,13580,17,0,3,1,12,12,7,5,5,1,3,2,4,4,3,3,No,0,36-45,Very High (>10K),10+ yrs,3-High,4-Best,2,Medium Risk
1233,36,Male,Married,5,Life Sciences,Sales,Sales Representative,4,Travel_Frequently,No,6509,16,1,1,5,19,12,7,1,6,4,1,4,2,2,1,3,No,0,36-45,High (6-10K),10+ yrs,1-Low,2-Good,2,Medium Risk
1234,33,Female,Single,1,Medical,Sales,Manager,2,Travel_Rarely,No,4855,24,0,4,1,9,8,8,0,1,6,1,3,2,1,3,3,No,0,26-35,Mid (3-6K),6-10 yrs,1-Low,2-Good,3,Medium Risk
1235,31,Female,Married,3,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,4979,15,1,9,3,13,2,2,1,2,6,4,4,2,3,4,3,No,0,26-35,Mid (3-6K),0-2 yrs,4-Very High,2-Good,2,Medium Risk
1236,33,Male,Divorced,1,Life Sciences,Research & Development,Manager,1,Travel_Frequently,No,2785,14,1,5,3,3,2,2,1,0,1,3,3,3,4,4,3,No,0,26-35,Low (<3K),0-2 yrs,3-High,3-Better,1,Low Risk
1237,38,Male,Divorced,2,Life Sciences,Human Resources,Manager,2,Travel_Frequently,Yes,4716,22,2,24,4,20,2,2,1,2,2,4,4,1,4,3,3,Yes,1,36-45,Mid (3-6K),0-2 yrs,4-Very High,1-Bad,4,High Risk
1238,29,Male,Divorced,3,Human Resources,Research & Development,Laboratory Technician,4,Travel_Frequently,No,3984,18,2,17,2,21,0,0,0,0,6,1,4,3,4,2,3,No,0,26-35,Mid (3-6K),0-2 yrs,1-Low,3-Better,3,Medium Risk
1239,21,Male,Divorced,3,Medical,Human Resources,Human Resources,4,Travel_Rarely,No,5474,22,1,1,4,26,6,6,4,1,6,2,1,2,1,2,3,No,0,18-25,Mid (3-6K),6-10 yrs,2-Medium,2-Good,2,Medium Risk
1240,38,Female,Single,3,Human Resources,Sales,Sales Representative,1,Non-Travel,Yes,1990,14,1,1,2,8,8,0,0,0,3,1,4,4,3,4,3,No,0,36-45,Low (<3K),6-10 yrs,1-Low,4-Best,2,Medium Risk
1241,29,Male,Married,4,Medical,Human Resources,Human Resources,2,Travel_Rarely,Yes,6239,13,1,10,5,15,13,4,0,0,2,3,4,4,1,4,3,No,0,26-35,High (6-10K),10+ yrs,3-High,4-Best,1,Low Risk
1242,18,Female,Married,4,Other,Research & Development,Research Scientist,2,Travel_Rarely,No,9045,17,3,2,3,1,1,1,0,1,6,2,2,4,3,3,3,Yes,1,18-25,High (6-10K),0-2 yrs,2-Medium,4-Best,2,Medium Risk
1243,41,Male,Divorced,4,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,No,4349,12,0,14,4,5,5,0,0,0,2,1,4,3,2,3,3,No,0,36-45,Mid (3-6K),3-5 yrs,1-Low,3-Better,2,Medium Risk
1244,27,Female,Single,3,Marketing,Research & Development,Manufacturing Director,4,Travel_Rarely,No,7246,14,2,8,4,15,0,0,0,0,1,3,4,3,4,3,3,No,0,26-35,High (6-10K),0-2 yrs,3-High,3-Better,1,Low Risk
1245,42,Male,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,5920,18,0,2,3,10,0,0,0,0,0,3,4,3,1,3,4,No,0,36-45,Mid (3-6K),0-2 yrs,3-High,3-Better,3,Medium Risk
1246,42,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,3413,14,0,5,0,0,0,0,0,0,3,2,2,3,4,3,3,No,0,36-45,Mid (3-6K),0-2 yrs,2-Medium,3-Better,3,Medium Risk
1247,39,Male,Married,4,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,Yes,2604,20,0,4,3,12,9,4,1,8,3,3,3,3,1,3,3,No,0,36-45,Low (<3K),6-10 yrs,3-High,3-Better,2,Medium Risk
1248,59,Male,Single,3,Marketing,Sales,Sales Representative,3,Travel_Rarely,No,2832,22,1,18,0,18,0,0,0,0,6,3,1,1,3,2,3,No,0,46-60,Low (<3K),0-2 yrs,3-High,1-Bad,3,Medium Risk
1249,35,Male,Married,1,Technical Degree,Human Resources,Human Resources,1,Travel_Rarely,No,5859,17,0,1,0,11,8,4,1,8,0,2,4,4,2,3,3,No,0,26-35,Mid (3-6K),6-10 yrs,2-Medium,4-Best,2,Medium Risk
1250,34,Male,Married,2,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Frequently,No,4751,12,1,20,2,20,2,2,2,0,1,2,4,2,4,4,3,No,0,26-35,Mid (3-6K),0-2 yrs,2-Medium,2-Good,4,High Risk
1251,43,Male,Married,3,Marketing,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,10562,21,1,9,1,14,14,0,0,0,1,2,3,3,3,3,3,No,0,36-45,Very High (>10K),10+ yrs,2-Medium,3-Better,2,Medium Risk
1252,36,Male,Divorced,1,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,No,7899,15,0,12,1,19,11,6,0,2,0,3,3,3,2,3,3,No,0,36-45,High (6-10K),10+ yrs,3-High,3-Better,1,Low Risk
1253,47,Male,Married,2,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,Yes,7889,22,1,1,6,22,22,2,2,3,4,4,3,3,2,4,3,Yes,1,46-60,High (6-10K),10+ yrs,4-Very High,3-Better,1,Low Risk
1254,25,Female,Married,3,Technical Degree,Sales,Sales Representative,4,Travel_Rarely,No,5755,23,0,8,5,20,15,4,0,0,1,2,2,4,3,3,3,No,0,18-25,Mid (3-6K),10+ yrs,2-Medium,4-Best,2,Medium Risk
1255,25,Male,Divorced,1,Medical,Research & Development,Healthcare Representative,1,Travel_Frequently,No,2759,14,1,7,3,18,18,0,0,3,6,2,3,3,2,2,3,No,0,18-25,Low (<3K),10+ yrs,2-Medium,3-Better,1,Low Risk
1256,43,Female,Married,3,Other,Research & Development,Manufacturing Director,3,Travel_Frequently,Yes,5974,19,1,6,2,13,13,8,0,1,0,4,3,3,2,2,3,No,0,36-45,Mid (3-6K),10+ yrs,4-Very High,3-Better,1,Low Risk
1257,26,Female,Married,4,Life Sciences,Sales,Manager,2,Travel_Frequently,No,5106,17,0,13,4,12,8,2,2,8,4,4,1,3,3,4,3,Yes,1,26-35,Mid (3-6K),6-10 yrs,4-Very High,3-Better,1,Low Risk
1258,42,Female,Single,2,Other,Research & Development,Research Scientist,3,Travel_Rarely,No,2482,24,3,7,3,14,1,1,0,1,2,3,1,1,3,3,3,No,0,36-45,Low (<3K),0-2 yrs,3-High,1-Bad,2,Medium Risk
1259,40,Male,Married,2,Medical,Sales,Manager,1,Travel_Rarely,No,10157,19,1,17,1,8,2,2,1,2,3,4,3,3,2,4,3,No,0,36-45,Very High (>10K),0-2 yrs,4-Very High,3-Better,2,Medium Risk
1260,30,Male,Married,1,Medical,Research & Development,Manager,1,Travel_Rarely,No,9522,21,1,2,4,14,1,0,0,1,0,3,3,4,3,3,3,No,0,26-35,High (6-10K),0-2 yrs,3-High,4-Best,1,Low Risk
1261,40,Male,Divorced,3,Life Sciences,Sales,Manager,1,Travel_Rarely,No,2473,23,1,14,2,9,6,3,0,5,6,3,4,4,3,3,3,No,0,36-45,Low (<3K),6-10 yrs,3-High,4-Best,0,Low Risk
1262,25,Male,Single,3,Technical Degree,Research & Development,Laboratory Technician,3,Travel_Rarely,No,3352,23,2,1,0,6,4,4,4,2,1,2,2,3,4,2,3,No,0,18-25,Mid (3-6K),3-5 yrs,2-Medium,3-Better,1,Low Risk
1263,28,Male,Single,3,Technical Degree,Research & Development,Manager,3,Travel_Rarely,Yes,3533,20,0,15,3,22,14,6,0,2,3,2,1,2,4,4,3,No,0,26-35,Mid (3-6K),10+ yrs,2-Medium,2-Good,4,High Risk
1264,34,Male,Married,3,Medical,Research & Development,Manager,4,Travel_Rarely,No,7086,17,0,25,2,21,21,2,2,4,4,1,3,2,3,1,3,No,0,26-35,High (6-10K),10+ yrs,1-Low,2-Good,4,High Risk
1265,37,Male,Single,3,Marketing,Sales,Sales Representative,2,Non-Travel,No,6613,12,1,3,3,3,3,3,0,0,6,4,3,3,4,4,3,No,0,36-45,High (6-10K),3-5 yrs,4-Very High,3-Better,0,Low Risk
1266,34,Male,Married,4,Medical,Sales,Sales Executive,2,Travel_Frequently,No,5047,22,2,6,5,5,4,1,1,0,3,4,3,4,3,2,3,No,0,26-35,Mid (3-6K),3-5 yrs,4-Very High,4-Best,0,Low Risk
1267,40,Male,Married,1,Marketing,Research & Development,Research Scientist,2,Travel_Rarely,No,5792,12,0,9,1,24,24,1,1,1,6,3,3,3,1,1,4,Yes,1,36-45,Mid (3-6K),10+ yrs,3-High,3-Better,1,Low Risk
1268,40,Male,Married,4,Other,Research & Development,Research Scientist,2,Travel_Rarely,No,2269,12,3,1,4,3,2,2,0,2,5,2,3,4,2,2,3,No,0,36-45,Low (<3K),0-2 yrs,2-Medium,4-Best,2,Medium Risk
1269,50,Male,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,2,Non-Travel,Yes,6178,15,0,6,3,15,11,1,0,1,0,1,3,3,4,4,3,No,0,46-60,High (6-10K),10+ yrs,1-Low,3-Better,3,Medium Risk
1270,36,Male,Married,2,Medical,Sales,Sales Executive,4,Travel_Rarely,Yes,4626,11,0,4,1,5,1,1,1,0,2,2,1,2,4,2,3,Yes,1,36-45,Mid (3-6K),0-2 yrs,2-Medium,2-Good,5,High Risk
1271,47,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Frequently,No,3270,23,0,18,1,8,8,5,3,0,4,2,2,2,4,3,3,No,0,46-60,Mid (3-6K),6-10 yrs,2-Medium,2-Good,4,High Risk
1272,45,Female,Single,1,Medical,Human Resources,Manager,4,Travel_Rarely,No,1959,17,1,18,2,14,2,2,2,2,6,3,2,1,3,3,3,No,0,36-45,Low (<3K),0-2 yrs,3-High,1-Bad,3,Medium Risk
1273,57,Female,Married,3,Human Resources,Research & Development,Healthcare Representative,2,Travel_Frequently,No,4994,12,2,10,5,15,15,0,0,3,4,4,1,3,3,1,3,No,0,46-60,Mid (3-6K),10+ yrs,4-Very High,3-Better,0,Low Risk
1274,35,Male,Divorced,2,Life Sciences,Sales,Manager,2,Travel_Rarely,No,6088,14,0,9,2,23,5,3,0,4,4,1,2,2,1,3,3,No,0,26-35,High (6-10K),3-5 yrs,1-Low,2-Good,3,Medium Risk
1275,33,Female,Single,1,Life Sciences,Research & Development,Manager,2,Travel_Rarely,Yes,1769,19,1,11,7,20,1,1,1,1,3,1,2,3,1,4,3,No,0,26-35,Low (<3K),0-2 yrs,1-Low,3-Better,3,Medium Risk
1276,48,Male,Married,3,Technical Degree,Sales,Manager,1,Travel_Rarely,No,4969,18,0,4,4,21,1,1,1,1,2,3,4,3,3,4,3,No,0,46-60,Mid (3-6K),0-2 yrs,3-High,3-Better,2,Medium Risk
1277,40,Male,Single,4,Medical,Sales,Sales Executive,4,Travel_Rarely,No,5288,20,1,4,3,19,4,4,4,2,6,2,2,2,3,2,3,No,0,36-45,Mid (3-6K),3-5 yrs,2-Medium,2-Good,2,Medium Risk
1278,48,Male,Single,5,Medical,Human Resources,Human Resources,3,Non-Travel,No,3524,12,0,7,4,22,22,0,0,2,0,4,2,2,2,4,3,No,0,46-60,Mid (3-6K),10+ yrs,4-Very High,2-Good,2,Medium Risk
1279,43,Female,Single,3,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,No,6172,24,1,25,0,10,10,5,1,10,0,2,4,2,3,3,4,No,0,36-45,High (6-10K),6-10 yrs,2-Medium,2-Good,3,Medium Risk
1280,18,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,5,Travel_Rarely,No,4538,14,1,11,3,9,4,4,2,4,3,2,2,3,3,3,3,No,0,18-25,Mid (3-6K),3-5 yrs,2-Medium,3-Better,1,Low Risk
1281,40,Male,Divorced,5,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,5824,14,1,7,0,16,2,2,0,2,5,2,2,3,4,3,3,No,0,36-45,Mid (3-6K),0-2 yrs,2-Medium,3-Better,2,Medium Risk
1282,39,Male,Married,2,Marketing,Research & Development,Healthcare Representative,2,Travel_Frequently,No,6771,12,0,13,2,8,5,2,2,5,6,1,3,2,2,2,3,Yes,1,36-45,High (6-10K),3-5 yrs,1-Low,2-Good,3,Medium Risk
1283,38,Female,Single,2,Medical,Research & Development,Laboratory Technician,4,Travel_Frequently,No,6774,12,0,4,1,10,9,2,0,3,0,3,2,4,3,4,3,No,0,36-45,High (6-10K),6-10 yrs,3-High,4-Best,1,Low Risk
1284,35,Male,Married,3,Medical,Sales,Manager,2,Travel_Rarely,No,9046,15,1,11,1,16,10,2,1,1,0,1,2,3,3,3,3,No,0,26-35,High (6-10K),6-10 yrs,1-Low,3-Better,1,Low Risk
1285,22,Male,Single,3,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,No,6020,21,1,4,3,19,2,2,2,1,2,2,2,3,2,2,3,No,0,18-25,High (6-10K),0-2 yrs,2-Medium,3-Better,2,Medium Risk
1286,44,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,3691,14,2,2,2,8,8,2,0,3,3,3,4,3,2,3,4,No,0,36-45,Mid (3-6K),6-10 yrs,3-High,3-Better,0,Low Risk
1287,40,Female,Single,3,Life Sciences,Sales,Manager,2,Travel_Rarely,No,3331,25,1,8,1,16,7,1,0,3,3,1,1,4,2,3,3,No,0,36-45,Mid (3-6K),6-10 yrs,1-Low,4-Best,1,Low Risk
1288,46,Male,Single,2,Medical,Research & Development,Research Scientist,3,Travel_Rarely,No,2596,18,3,10,2,22,22,3,3,2,4,1,2,3,3,3,3,No,0,46-60,Low (<3K),10+ yrs,1-Low,3-Better,1,Low Risk
1289,23,Female,Divorced,3,Life Sciences,Sales,Manager,1,Travel_Rarely,No,5381,14,0,5,2,18,18,7,4,8,0,3,3,3,3,3,3,No,0,18-25,Mid (3-6K),10+ yrs,3-High,3-Better,1,Low Risk
1290,41,Male,Single,3,Other,Sales,Manager,2,Non-Travel,Yes,10859,25,0,7,4,10,10,0,0,2,1,3,2,3,4,3,3,No,0,36-45,Very High (>10K),6-10 yrs,3-High,3-Better,2,Medium Risk
1291,34,Male,Divorced,4,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,No,3963,25,0,10,2,12,8,8,7,1,5,4,2,4,4,3,3,Yes,1,26-35,Mid (3-6K),6-10 yrs,4-Very High,4-Best,1,Low Risk
1292,38,Male,Married,5,Life Sciences,Sales,Sales Representative,2,Travel_Frequently,No,6436,18,0,13,0,22,2,0,0,0,2,1,4,3,2,3,4,No,0,36-45,High (6-10K),0-2 yrs,1-Low,3-Better,3,Medium Risk
1293,34,Male,Single,3,Medical,Research & Development,Manufacturing Director,4,Travel_Rarely,No,3129,24,1,20,2,13,13,2,0,13,2,1,4,3,4,4,3,No,0,26-35,Mid (3-6K),10+ yrs,1-Low,3-Better,2,Medium Risk
1294,41,Female,Married,2,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,5524,15,1,3,0,14,3,3,0,3,6,1,4,4,4,1,3,No,0,36-45,Mid (3-6K),3-5 yrs,1-Low,4-Best,1,Low Risk
1295,35,Female,Married,3,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,10463,11,0,27,1,20,2,0,0,2,5,2,2,4,3,3,3,No,0,26-35,Very High (>10K),0-2 yrs,2-Medium,4-Best,5,High Risk
1296,27,Female,Married,2,Human Resources,Sales,Sales Executive,1,Travel_Rarely,Yes,7418,24,1,9,1,25,3,3,2,3,5,3,4,2,1,4,4,No,0,26-35,High (6-10K),3-5 yrs,3-High,2-Good,2,Medium Risk
1297,37,Female,Single,5,Life Sciences,Sales,Manager,1,Travel_Rarely,Yes,1915,24,1,13,0,12,12,2,2,6,1,4,2,2,2,2,4,Yes,1,36-45,Low (<3K),10+ yrs,4-Very High,2-Good,2,Medium Risk
1298,35,Male,Single,4,Medical,Sales,Sales Representative,1,Travel_Frequently,No,6921,19,1,10,4,1,1,0,0,1,4,3,1,2,4,4,3,No,0,26-35,High (6-10K),0-2 yrs,3-High,2-Good,2,Medium Risk
1299,36,Female,Divorced,3,Marketing,Research & Development,Healthcare Representative,3,Travel_Rarely,No,7113,18,0,2,1,18,4,4,1,1,1,2,3,4,3,2,3,No,0,36-45,High (6-10K),3-5 yrs,2-Medium,4-Best,2,Medium Risk
1300,18,Female,Married,4,Other,Research & Development,Manager,1,Travel_Rarely,No,5453,11,1,1,5,12,4,4,0,3,5,3,3,3,1,4,3,No,0,18-25,Mid (3-6K),3-5 yrs,3-High,3-Better,0,Low Risk
1301,43,Male,Single,3,Life Sciences,Sales,Manager,2,Non-Travel,No,7335,22,0,11,2,4,0,0,0,0,6,4,1,2,3,3,4,Yes,1,36-45,High (6-10K),0-2 yrs,4-Very High,2-Good,3,Medium Risk
1302,34,Male,Divorced,1,Life Sciences,Human Resources,Manager,3,Travel_Rarely,No,2980,13,2,6,2,16,1,1,0,1,5,2,3,1,2,3,3,No,0,26-35,Low (<3K),0-2 yrs,2-Medium,1-Bad,3,Medium Risk
1303,24,Male,Single,3,Medical,Sales,Sales Executive,3,Travel_Rarely,Yes,5104,13,3,10,2,25,12,1,0,12,1,3,4,2,4,4,3,No,0,18-25,Mid (3-6K),10+ yrs,3-High,2-Good,2,Medium Risk
1304,45,Male,Single,3,Medical,Research & Development,Research Scientist,2,Travel_Rarely,Yes,9567,25,0,5,4,12,12,0,0,6,4,4,2,2,4,4,3,No,0,36-45,High (6-10K),10+ yrs,4-Very High,2-Good,3,Medium Risk
1305,42,Male,Single,5,Technical Degree,Research & Development,Research Scientist,2,Travel_Frequently,No,9063,15,0,3,1,2,2,2,2,2,1,3,3,2,2,4,3,No,0,36-45,High (6-10K),0-2 yrs,3-High,2-Good,3,Medium Risk
1306,34,Female,Married,2,Human Resources,Human Resources,Human Resources,1,Travel_Frequently,No,6828,17,1,3,4,22,14,3,0,2,6,3,2,3,1,3,3,No,0,26-35,High (6-10K),10+ yrs,3-High,3-Better,0,Low Risk
1307,26,Female,Single,4,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,2893,11,0,11,2,11,10,10,2,2,4,2,2,1,2,3,3,No,0,26-35,Low (<3K),6-10 yrs,2-Medium,1-Bad,3,Medium Risk
1308,38,Male,Married,3,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Rarely,No,2632,11,0,2,5,16,3,3,1,1,5,2,2,2,1,4,3,No,0,36-45,Low (<3K),3-5 yrs,2-Medium,2-Good,3,Medium Risk
1309,38,Male,Divorced,4,Human Resources,Research & Development,Manager,2,Travel_Frequently,No,5264,20,2,11,0,11,9,9,9,3,5,1,3,4,2,3,4,No,0,36-45,Mid (3-6K),6-10 yrs,1-Low,4-Best,1,Low Risk
1310,45,Male,Single,2,Human Resources,Research & Development,Laboratory Technician,1,Non-Travel,Yes,5477,23,0,4,2,22,22,18,2,0,5,3,2,4,4,3,3,No,0,36-45,Mid (3-6K),10+ yrs,3-High,4-Best,2,Medium Risk
1311,33,Male,Married,3,Marketing,Sales,Sales Representative,3,Travel_Rarely,No,4627,16,0,13,1,16,4,2,2,4,0,1,4,2,2,4,4,No,0,26-35,Mid (3-6K),3-5 yrs,1-Low,2-Good,3,Medium Risk
1312,47,Male,Married,4,Marketing,Human Resources,Manager,3,Travel_Frequently,No,3032,24,1,1,3,17,1,0,0,1,4,4,4,1,3,3,3,No,0,46-60,Mid (3-6K),0-2 yrs,4-Very High,1-Bad,2,Medium Risk
1313,32,Female,Married,3,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,6388,15,0,2,2,19,19,0,0,10,5,4,4,3,1,3,3,No,0,26-35,High (6-10K),10+ yrs,4-Very High,3-Better,1,Low Risk
1314,24,Female,Divorced,3,Human Resources,Research & Development,Manufacturing Director,1,Travel_Rarely,No,5250,22,0,10,4,6,6,1,1,5,3,3,1,3,2,3,3,No,0,18-25,Mid (3-6K),6-10 yrs,3-High,3-Better,1,Low Risk
1315,26,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,5848,22,1,7,3,12,0,0,0,0,6,1,1,1,1,4,4,No,0,26-35,Mid (3-6K),0-2 yrs,1-Low,1-Bad,3,Medium Risk
1316,36,Male,Single,5,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,7016,23,0,2,3,17,5,0,0,1,3,1,3,2,3,3,3,No,0,36-45,High (6-10K),3-5 yrs,1-Low,2-Good,3,Medium Risk
1317,36,Male,Married,4,Medical,Research & Development,Research Scientist,1,Travel_Rarely,Yes,4170,13,1,20,6,4,4,1,0,4,1,4,3,2,2,2,3,No,0,36-45,Mid (3-6K),3-5 yrs,4-Very High,2-Good,3,Medium Risk
1318,39,Male,Single,3,Marketing,Research & Development,Research Scientist,3,Non-Travel,No,3665,23,3,2,4,13,13,1,1,5,3,3,4,3,4,3,3,No,0,36-45,Mid (3-6K),10+ yrs,3-High,3-Better,0,Low Risk
1319,36,Male,Married,4,Medical,Sales,Sales Representative,2,Travel_Rarely,Yes,9552,13,2,4,3,21,5,0,0,1,4,3,4,4,2,4,3,No,0,36-45,High (6-10K),3-5 yrs,3-High,4-Best,1,Low Risk
1320,45,Female,Single,3,Marketing,Sales,Sales Executive,1,Travel_Rarely,No,3119,14,0,2,5,24,2,1,0,0,0,2,3,4,3,3,3,Yes,1,36-45,Mid (3-6K),0-2 yrs,2-Medium,4-Best,3,Medium Risk
1321,34,Female,Single,5,Medical,Sales,Sales Representative,2,Travel_Rarely,No,3708,25,0,4,4,11,7,0,0,4,4,3,1,3,4,4,3,No,0,26-35,Mid (3-6K),6-10 yrs,3-High,3-Better,1,Low Risk
1322,19,Female,Married,3,Life Sciences,Sales,Sales Representative,3,Travel_Frequently,No,10306,23,1,6,7,15,5,2,0,1,2,3,4,3,3,1,3,Yes,1,18-25,Very High (>10K),3-5 yrs,3-High,3-Better,0,Low Risk
1323,35,Female,Single,3,Life Sciences,Human Resources,Human Resources,4,Non-Travel,No,3539,21,1,3,1,14,1,0,0,1,1,3,1,3,3,3,3,No,0,26-35,Mid (3-6K),0-2 yrs,3-High,3-Better,1,Low Risk
1324,18,Female,Married,1,Medical,Sales,Manager,4,Travel_Rarely,Yes,4632,20,2,13,6,5,5,5,1,5,5,3,1,3,1,2,3,No,0,18-25,Mid (3-6K),3-5 yrs,3-High,3-Better,1,Low Risk
1325,39,Female,Single,3,Life Sciences,Human Resources,Manager,2,Travel_Rarely,Yes,3838,12,1,4,2,12,12,0,0,4,0,4,4,2,4,3,3,No,0,36-45,Mid (3-6K),10+ yrs,4-Very High,2-Good,2,Medium Risk
1326,46,Female,Divorced,3,Medical,Research & Development,Research Scientist,3,Travel_Rarely,Yes,1685,23,0,11,3,22,0,0,0,0,1,2,3,3,3,3,3,No,0,46-60,Low (<3K),0-2 yrs,2-Medium,3-Better,4,High Risk
1327,28,Male,Single,3,Life Sciences,Sales,Sales Executive,4,Travel_Rarely,Yes,4564,19,0,2,1,6,6,3,2,6,2,1,1,4,1,4,3,No,0,26-35,Mid (3-6K),6-10 yrs,1-Low,4-Best,3,Medium Risk
1328,49,Male,Divorced,4,Human Resources,Research & Development,Laboratory Technician,2,Travel_Rarely,No,2680,23,1,4,3,3,3,2,0,3,3,3,2,3,2,2,3,No,0,46-60,Low (<3K),3-5 yrs,3-High,3-Better,0,Low Risk
1329,44,Male,Married,5,Medical,Research & Development,Manager,2,Travel_Rarely,Yes,5725,22,2,1,0,5,2,2,0,2,2,1,1,4,3,1,3,No,0,36-45,Mid (3-6K),0-2 yrs,1-Low,4-Best,3,Medium Risk
